N;Aleat triSelection;PresqueTri triSelection;PresqueTriDeb triSelection;PresqueTriDebFin triSelection;PresqueTriFin triSelection;;;Aleat triBulles;PresqueTri triBulles;PresqueTriDeb triBulles;PresqueTriDebFin triBulles;PresqueTriFin triBulles;;;Aleat triBullesOpti;PresqueTri triBullesOpti;PresqueTriDeb triBullesOpti;PresqueTriDebFin triBullesOpti;PresqueTriFin triBullesOpti;;;Aleat triPeigne;PresqueTri triPeigne;PresqueTriDeb triPeigne;PresqueTriDebFin triPeigne;PresqueTriFin triPeigne;;;Aleat triRapide;PresqueTri triRapide;PresqueTriDeb triRapide;PresqueTriDebFin triRapide;PresqueTriFin triRapide;;;
1309;857394;857394;857394;857394;857394;;;856086;856086;856086;856086;856086;;;854601;2615;2615;2615;856086;;;31062;27135;27135;27135;28444;;;16215;15946;16684;16754;17571;;;
1310;858704;858704;858704;858704;858704;;;857395;857395;857395;857395;857395;;;857224;2617;2617;2617;857395;;;29770;27150;27150;27150;28460;;;16405;16482;16431;17255;16672;;;
1311;860015;860015;860015;860015;860015;;;858705;858705;858705;858705;858705;;;858515;2619;2619;2619;858705;;;32413;27169;27169;27169;28480;;;16480;16646;16631;15647;16959;;;
1312;861327;861327;861327;861327;861327;;;860016;860016;860016;860016;860016;;;858363;2621;2621;2621;860016;;;29815;27191;27191;27191;28503;;;16815;16530;16597;16081;17722;;;
1313;862640;862640;862640;862640;862640;;;861328;861328;861328;861328;861328;;;860977;2623;2623;2623;861328;;;29840;27214;27214;27214;28527;;;16835;17936;19752;16329;16442;;;
1314;863954;863954;863954;863954;863954;;;862641;862641;862641;862641;862641;;;860226;2625;2625;2625;862641;;;31180;27238;27238;27238;28552;;;16736;16805;16691;16414;17473;;;
1315;865269;865269;865269;865269;865269;;;863955;863955;863955;863955;863955;;;858390;2627;2627;2627;863955;;;29876;27246;27246;27246;28561;;;16885;16988;16374;15704;17094;;;
1316;866585;866585;866585;866585;866585;;;865270;865270;865270;865270;865270;;;862642;2629;2629;2629;865270;;;29898;27266;27266;27266;28582;;;16394;16356;17064;16294;17021;;;
1317;867902;867902;867902;867902;867902;;;866586;866586;866586;866586;866586;;;866495;2631;2631;2631;866586;;;32555;27287;27287;27287;28604;;;17375;17150;17634;16100;16301;;;
1318;869220;869220;869220;869220;869220;;;867903;867903;867903;867903;867903;;;865887;2633;2633;2633;867903;;;31265;27311;27311;27311;28629;;;18794;18630;17624;17414;16178;;;
1319;870539;870539;870539;870539;870539;;;869221;869221;869221;869221;869221;;;866218;2635;2635;2635;869221;;;31285;27328;27328;27328;28647;;;16353;17124;16735;18251;16147;;;
1320;871859;871859;871859;871859;871859;;;870540;870540;870540;870540;870540;;;869162;2637;2637;2637;870540;;;29991;27351;27351;27351;28671;;;16774;15407;16786;16023;16818;;;
1321;873180;873180;873180;873180;873180;;;871860;871860;871860;871860;871860;;;871157;2639;2639;2639;871860;;;30015;27373;27373;27373;28694;;;17370;16297;16562;15799;18133;;;
1322;874502;874502;874502;874502;874502;;;873181;873181;873181;873181;873181;;;872478;2641;2641;2641;873181;;;31363;27397;27397;27397;28719;;;16387;16822;15818;17118;16926;;;
1323;875825;875825;875825;875825;875825;;;874503;874503;874503;874503;874503;;;872792;2643;2643;2643;874503;;;30059;27413;27413;27413;28736;;;15879;16555;16952;15882;17379;;;
1324;877149;877149;877149;877149;877149;;;875826;875826;875826;875826;875826;;;874698;2645;2645;2645;875826;;;31404;27432;27432;27432;28756;;;17739;17190;17610;16463;18856;;;
1325;878474;878474;878474;878474;878474;;;877150;877150;877150;877150;877150;;;874069;2647;2647;2647;877150;;;31430;27455;27455;27455;28780;;;17277;18089;16436;17627;16768;;;
1326;879800;879800;879800;879800;879800;;;878475;878475;878475;878475;878475;;;877880;2649;2649;2649;878475;;;31454;27476;27476;27476;28802;;;17244;17471;15607;16202;16564;;;
1327;881127;881127;881127;881127;881127;;;879801;879801;879801;879801;879801;;;879021;2651;2651;2651;879801;;;30154;27500;27500;27500;28827;;;16496;17163;15967;16874;16423;;;
1328;882455;882455;882455;882455;882455;;;881128;881128;881128;881128;881128;;;878850;2653;2653;2653;881128;;;31506;27522;27522;27522;28850;;;17018;17586;16219;17283;15993;;;
1329;883784;883784;883784;883784;883784;;;882456;882456;882456;882456;882456;;;879453;2655;2655;2655;882456;;;30200;27542;27542;27542;28871;;;15567;16945;17542;16813;16791;;;
1330;885114;885114;885114;885114;885114;;;883785;883785;883785;883785;883785;;;881084;2657;2657;2657;883785;;;30225;27565;27565;27565;28895;;;16268;18091;16535;16333;17439;;;
1331;886445;886445;886445;886445;886445;;;885115;885115;885115;885115;885115;;;883987;2659;2659;2659;885115;;;30251;27589;27589;27589;28920;;;16567;18930;17000;17650;16045;;;
1332;887777;887777;887777;887777;887777;;;886446;886446;886446;886446;886446;;;886215;2661;2661;2661;886446;;;31603;27607;27607;27607;28939;;;16585;18038;16564;16613;17114;;;
1333;889110;889110;889110;889110;889110;;;887778;887778;887778;887778;887778;;;887687;2663;2663;2663;887778;;;31613;27614;27614;27614;28947;;;16039;18233;17516;16995;18741;;;
1334;890444;890444;890444;890444;890444;;;889111;889111;889111;889111;889111;;;888076;2665;2665;2665;889111;;;32972;27636;27636;27636;28970;;;17534;16542;17259;16753;18005;;;
1335;891779;891779;891779;891779;891779;;;890445;890445;890445;890445;890445;;;889917;2667;2667;2667;890445;;;31665;27660;27660;27660;28995;;;17301;17148;16962;17506;16920;;;
1336;893115;893115;893115;893115;893115;;;891780;891780;891780;891780;891780;;;887685;2669;2669;2669;891780;;;31689;27681;27681;27681;29017;;;17901;17890;17157;16938;17109;;;
1337;894452;894452;894452;894452;894452;;;893116;893116;893116;893116;893116;;;892710;2671;2671;2671;893116;;;33052;27704;27704;27704;29041;;;22076;17194;16311;16404;17816;;;
1338;895790;895790;895790;895790;895790;;;894453;894453;894453;894453;894453;;;893075;2673;2673;2673;894453;;;31732;27718;27718;27718;29056;;;18373;18027;17515;17004;17399;;;
1339;897129;897129;897129;897129;897129;;;895791;895791;895791;895791;895791;;;895263;2675;2675;2675;895791;;;33093;27737;27737;27737;29076;;;17142;17223;18449;16487;16672;;;
1340;898469;898469;898469;898469;898469;;;897130;897130;897130;897130;897130;;;896602;2677;2677;2677;897130;;;31781;27761;27761;27761;29101;;;16380;17115;17385;16653;17237;;;
1341;899810;899810;899810;899810;899810;;;898470;898470;898470;898470;898470;;;898299;2679;2679;2679;898470;;;31804;27781;27781;27781;29122;;;15979;16984;16458;16930;17678;;;
1342;901152;901152;901152;901152;901152;;;899811;899811;899811;899811;899811;;;899783;2681;2681;2681;899811;;;31830;27804;27804;27804;29146;;;16909;17666;16135;17876;17434;;;
1343;902495;902495;902495;902495;902495;;;901153;901153;901153;901153;901153;;;900163;2683;2683;2683;901153;;;31855;27826;27826;27826;29169;;;17501;18656;17022;18541;16503;;;
1344;903839;903839;903839;903839;903839;;;902496;902496;902496;902496;902496;;;899570;2685;2685;2685;902496;;;30538;27850;27850;27850;29194;;;17253;17356;17259;16098;18692;;;
1345;905184;905184;905184;905184;905184;;;903840;903840;903840;903840;903840;;;903137;2687;2687;2687;903840;;;33247;27867;27867;27867;29212;;;17556;17415;16951;17451;17393;;;
1346;906530;906530;906530;906530;906530;;;905185;905185;905185;905185;905185;;;904624;2689;2689;2689;905185;;;31926;27888;27888;27888;29234;;;17799;16020;17026;16468;17452;;;
1347;907877;907877;907877;907877;907877;;;906531;906531;906531;906531;906531;;;906465;2691;2691;2691;906531;;;30605;27911;27911;27911;29258;;;16497;17816;17163;17251;17767;;;
1348;909225;909225;909225;909225;909225;;;907878;907878;907878;907878;907878;;;905103;2693;2693;2693;907878;;;30631;27935;27935;27935;29283;;;18723;17450;17776;17151;18507;;;
1349;910574;910574;910574;910574;910574;;;909226;909226;909226;909226;909226;;;908365;2695;2695;2695;909226;;;30651;27953;27953;27953;29302;;;17734;17214;16558;16736;18291;;;
1350;911924;911924;911924;911924;911924;;;910575;910575;910575;910575;910575;;;910484;2697;2697;2697;910575;;;33375;27975;27975;27975;29325;;;17153;16061;16544;19689;16167;;;
1351;913275;913275;913275;913275;913275;;;911925;911925;911925;911925;911925;;;908009;2699;2699;2699;911925;;;33394;27990;27990;27990;29341;;;16890;17929;16517;16135;16642;;;
1352;914627;914627;914627;914627;914627;;;913276;913276;913276;913276;913276;;;912925;2701;2701;2701;913276;;;30714;28010;28010;28010;29362;;;17877;16616;18127;18101;17282;;;
1353;915980;915980;915980;915980;915980;;;914628;914628;914628;914628;914628;;;914250;2703;2703;2703;914628;;;30740;28034;28034;28034;29387;;;17612;16143;17708;17790;16650;;;
1354;917334;917334;917334;917334;917334;;;915981;915981;915981;915981;915981;;;915161;2705;2705;2705;915981;;;32119;28057;28057;28057;29411;;;17463;17435;16991;17201;17195;;;
1355;918689;918689;918689;918689;918689;;;917335;917335;917335;917335;917335;;;915057;2707;2707;2707;917335;;;30788;28078;28078;28078;29433;;;17725;18334;17011;18645;17150;;;
1356;920045;920045;920045;920045;920045;;;918690;918690;918690;918690;918690;;;918624;2709;2709;2709;918690;;;32168;28100;28100;28100;29456;;;17839;17843;16990;17968;16338;;;
1357;921402;921402;921402;921402;921402;;;920046;920046;920046;920046;920046;;;918668;2711;2711;2711;920046;;;32195;28124;28124;28124;29481;;;17849;17321;17862;16544;16386;;;
1358;922760;922760;922760;922760;922760;;;921403;921403;921403;921403;921403;;;920275;2713;2713;2713;921403;;;33572;28140;28140;28140;29498;;;18211;16198;17229;16232;18194;;;
1359;924119;924119;924119;924119;924119;;;922761;922761;922761;922761;922761;;;920205;2715;2715;2715;922761;;;32240;28163;28163;28163;29522;;;16637;16250;17403;17144;20862;;;
1360;925479;925479;925479;925479;925479;;;924120;924120;924120;924120;924120;;;923130;2717;2717;2717;924120;;;32262;28182;28182;28182;29542;;;16883;16239;17284;17313;17516;;;
1361;926840;926840;926840;926840;926840;;;925480;925480;925480;925480;925480;;;922477;2719;2719;2719;925480;;;33650;28206;28206;28206;29567;;;17286;18057;20094;17116;19198;;;
1362;928202;928202;928202;928202;928202;;;926841;926841;926841;926841;926841;;;925980;2721;2721;2721;926841;;;32305;28219;28219;28219;29581;;;17546;21143;17389;19187;17409;;;
1363;929565;929565;929565;929565;929565;;;928203;928203;928203;928203;928203;;;927537;2723;2723;2723;928203;;;30966;28240;28240;28240;29603;;;18690;16385;18937;17137;22343;;;
1364;930929;930929;930929;930929;930929;;;929566;929566;929566;929566;929566;;;928240;2725;2725;2725;929566;;;32355;28263;28263;28263;29627;;;19194;17611;17573;19441;17205;;;
1365;932294;932294;932294;932294;932294;;;930930;930930;930930;930930;930930;;;926835;2727;2727;2727;930930;;;33745;28285;28285;28285;29650;;;17233;17068;18150;18089;17704;;;
1366;933660;933660;933660;933660;933660;;;932295;932295;932295;932295;932295;;;929292;2729;2729;2729;932295;;;31041;28309;28309;28309;29675;;;17146;17938;16262;17207;18522;;;
1367;935027;935027;935027;935027;935027;;;933661;933661;933661;933661;933661;;;933541;2731;2731;2731;933661;;;32430;28329;28329;28329;29696;;;17900;17519;17517;16544;17358;;;
1368;936395;936395;936395;936395;936395;;;935028;935028;935028;935028;935028;;;932025;2733;2733;2733;935028;;;32451;28347;28347;28347;29715;;;16831;18984;20098;18173;18138;;;
1369;937764;937764;937764;937764;937764;;;936396;936396;936396;936396;936396;;;936206;2735;2735;2735;936396;;;32471;28364;28364;28364;29733;;;16917;16738;17506;18648;16932;;;
1370;939134;939134;939134;939134;939134;;;937765;937765;937765;937765;937765;;;937237;2737;2737;2737;937765;;;32498;28388;28388;28388;29758;;;17655;18122;16797;18894;17277;;;
1371;940505;940505;940505;940505;940505;;;939135;939135;939135;939135;939135;;;938945;2739;2739;2739;939135;;;31153;28411;28411;28411;29782;;;17891;18330;19720;17450;17694;;;
1372;941877;941877;941877;941877;941877;;;940506;940506;940506;940506;940506;;;939686;2741;2741;2741;940506;;;31177;28433;28433;28433;29805;;;16902;18057;18150;18128;18119;;;
1373;943250;943250;943250;943250;943250;;;941878;941878;941878;941878;941878;;;940338;2743;2743;2743;941878;;;33944;28452;28452;28452;29825;;;17537;16927;17849;17098;19521;;;
1374;944624;944624;944624;944624;944624;;;943251;943251;943251;943251;943251;;;940476;2745;2745;2745;943251;;;31224;28476;28476;28476;29850;;;19090;18404;16811;18746;16646;;;
1375;945999;945999;945999;945999;945999;;;944625;944625;944625;944625;944625;;;944129;2747;2747;2747;944625;;;32622;28497;28497;28497;29872;;;16941;18160;17136;17117;17896;;;
1376;947375;947375;947375;947375;947375;;;946000;946000;946000;946000;946000;;;944569;2749;2749;2749;946000;;;34024;28520;28520;28520;29896;;;17451;16645;17104;16907;18704;;;
1377;948752;948752;948752;948752;948752;;;947376;947376;947376;947376;947376;;;946151;2751;2751;2751;947376;;;32663;28532;28532;28532;29909;;;16714;18777;17908;16989;17576;;;
1378;950130;950130;950130;950130;950130;;;948753;948753;948753;948753;948753;;;948318;2753;2753;2753;948753;;;32688;28554;28554;28554;29932;;;18667;18024;19418;18014;18106;;;
1379;951509;951509;951509;951509;951509;;;950131;950131;950131;950131;950131;;;944878;2755;2755;2755;950131;;;34094;28578;28578;28578;29957;;;18364;17383;18201;17951;18366;;;
1380;952889;952889;952889;952889;952889;;;951510;951510;951510;951510;951510;;;951374;2757;2757;2757;951510;;;32738;28598;28598;28598;29978;;;17852;17535;17232;18067;17637;;;
1381;954270;954270;954270;954270;954270;;;952890;952890;952890;952890;952890;;;952295;2759;2759;2759;952890;;;32764;28621;28621;28621;30002;;;17757;18438;17291;17481;18361;;;
1382;955652;955652;955652;955652;955652;;;954271;954271;954271;954271;954271;;;953775;2761;2761;2761;954271;;;32778;28632;28632;28632;30014;;;19715;18223;17301;17266;16665;;;
1383;957035;957035;957035;957035;957035;;;955653;955653;955653;955653;955653;;;955275;2763;2763;2763;955653;;;32805;28656;28656;28656;30039;;;16991;19075;18973;17230;17609;;;
1384;958419;958419;958419;958419;958419;;;957036;957036;957036;957036;957036;;;956883;2765;2765;2765;957036;;;32829;28677;28677;28677;30061;;;17093;18577;17980;17512;16743;;;
1385;959804;959804;959804;959804;959804;;;958420;958420;958420;958420;958420;;;957985;2767;2767;2767;958420;;;32846;28691;28691;28691;30076;;;16974;17523;19286;18231;18449;;;
1386;961190;961190;961190;961190;961190;;;959805;959805;959805;959805;959805;;;958427;2769;2769;2769;959805;;;31485;28713;28713;28713;30099;;;17440;17114;16934;17190;17149;;;
1387;962577;962577;962577;962577;962577;;;961191;961191;961191;961191;961191;;;959175;2771;2771;2771;961191;;;31511;28737;28737;28737;30124;;;18989;17482;20352;17580;17104;;;
1388;963965;963965;963965;963965;963965;;;962578;962578;962578;962578;962578;;;960433;2773;2773;2773;962578;;;32924;28760;28760;28760;30148;;;17625;17963;17414;17062;17177;;;
1389;965354;965354;965354;965354;965354;;;963966;963966;963966;963966;963966;;;963735;2775;2775;2775;963966;;;32946;28779;28779;28779;30168;;;17735;16672;17859;17486;18399;;;
1390;966744;966744;966744;966744;966744;;;965355;965355;965355;965355;965355;;;965102;2777;2777;2777;965355;;;32969;28799;28799;28799;30189;;;18420;17206;18038;17204;17663;;;
1391;968135;968135;968135;968135;968135;;;966745;966745;966745;966745;966745;;;966420;2779;2779;2779;966745;;;32993;28820;28820;28820;30211;;;19618;17281;18190;17700;17046;;;
1392;969527;969527;969527;969527;969527;;;968136;968136;968136;968136;968136;;;967433;2781;2781;2781;968136;;;34412;28844;28844;28844;30236;;;19092;16974;17910;17791;17809;;;
1393;970920;970920;970920;970920;970920;;;969528;969528;969528;969528;969528;;;969462;2783;2783;2783;969528;;;34439;28867;28867;28867;30260;;;17685;19539;17814;17751;20220;;;
1394;972314;972314;972314;972314;972314;;;970921;970921;970921;970921;970921;;;970456;2785;2785;2785;970921;;;31677;28889;28889;28889;30283;;;19483;16697;17954;17418;18288;;;
1395;973709;973709;973709;973709;973709;;;972315;972315;972315;972315;972315;;;972039;2787;2787;2787;972315;;;34487;28907;28907;28907;30302;;;18053;18955;17817;17758;17943;;;
1396;975105;975105;975105;975105;975105;;;973710;973710;973710;973710;973710;;;973115;2789;2789;2789;973710;;;31723;28931;28931;28931;30327;;;18593;17715;17022;18380;18428;;;
1397;976502;976502;976502;976502;976502;;;975106;975106;975106;975106;975106;;;974440;2791;2791;2791;975106;;;31741;28947;28947;28947;30344;;;16975;19190;18654;17733;19304;;;
1398;977900;977900;977900;977900;977900;;;976503;976503;976503;976503;976503;;;975513;2793;2793;2793;976503;;;33164;28970;28970;28970;30368;;;19440;17440;18572;17670;18111;;;
1399;979299;979299;979299;979299;979299;;;977901;977901;977901;977901;977901;;;977691;2795;2795;2795;977901;;;33184;28987;28987;28987;30386;;;17231;17255;17575;18287;20079;;;
1400;980699;980699;980699;980699;980699;;;979300;979300;979300;979300;979300;;;972859;2797;2797;2797;979300;;;33211;29011;29011;29011;30411;;;19293;17609;17978;19229;21053;;;
1401;982100;982100;982100;982100;982100;;;980700;980700;980700;980700;980700;;;979839;2799;2799;2799;980700;;;33236;29033;29033;29033;30434;;;17282;17895;18173;17641;18654;;;
1402;983502;983502;983502;983502;983502;;;982101;982101;982101;982101;982101;;;981723;2801;2801;2801;982101;;;33259;29053;29053;29053;30455;;;18034;19882;17427;17778;18333;;;
1403;984905;984905;984905;984905;984905;;;983503;983503;983503;983503;983503;;;983467;2803;2803;2803;983503;;;36089;29074;29074;29074;30477;;;17861;17430;18565;17611;17988;;;
1404;986309;986309;986309;986309;986309;;;984906;984906;984906;984906;984906;;;983421;2805;2805;2805;984906;;;33309;29097;29097;29097;30501;;;17721;17989;19150;17292;18095;;;
1405;987714;987714;987714;987714;987714;;;986310;986310;986310;986310;986310;;;986139;2807;2807;2807;986310;;;34741;29121;29121;29121;30526;;;18392;18433;19353;17178;18260;;;
1406;989120;989120;989120;989120;989120;;;987715;987715;987715;987715;987715;;;986854;2809;2809;2809;987715;;;34760;29136;29136;29136;30542;;;17926;17833;18329;17387;17101;;;
1407;990527;990527;990527;990527;990527;;;989121;989121;989121;989121;989121;;;987581;2811;2811;2811;989121;;;33376;29155;29155;29155;30562;;;19164;18418;17359;18921;18486;;;
1408;991935;991935;991935;991935;991935;;;990528;990528;990528;990528;990528;;;990357;2813;2813;2813;990528;;;33401;29177;29177;29177;30585;;;17526;17481;17926;18511;17453;;;
1409;993344;993344;993344;993344;993344;;;991936;991936;991936;991936;991936;;;990106;2815;2815;2815;991936;;;36246;29201;29201;29201;30610;;;18104;19035;18029;18624;19485;;;
1410;994754;994754;994754;994754;994754;;;993345;993345;993345;993345;993345;;;992849;2817;2817;2817;993345;;;34864;29224;29224;29224;30634;;;18042;17510;19749;20005;18308;;;
1411;996165;996165;996165;996165;996165;;;994755;994755;994755;994755;994755;;;994349;2819;2819;2819;994755;;;34886;29242;29242;29242;30653;;;18228;18173;17701;17824;17698;;;
1412;997577;997577;997577;997577;997577;;;996166;996166;996166;996166;996166;;;995085;2821;2821;2821;996166;;;33499;29263;29263;29263;30675;;;18730;18183;18092;17976;18468;;;
1413;998990;998990;998990;998990;998990;;;997578;997578;997578;997578;997578;;;997253;2823;2823;2823;997578;;;33526;29287;29287;29287;30700;;;18453;19285;18849;18693;18035;;;
